'article_id', 'similarity'
'26126710-21', 1.0
'26126720-70', 1.0
'26126810-10', 1.0
'26126810-21', 1.0
'26126810-30', 1.0
'26126920-10', 1.0
'26126920-20', 0.9921875
'26126920-70', 1.0
'26127010-70', 1.0
'26127010-80', 1.0
'26127010-83', 1.0
'26127020-50', 0.9921875
'26127020-10', 0.9921875
'26127020-11', 0.9921875
'26127020-60', 0.9921875
'26127020-62', 0.9921875
'26127020-70', 0.9921875
'26127020-72', 0.9921875
'26127020-30', 0.9921875
'26127120-62', 1.0
'26127120-70', 1.0
'26127210-10', 1.0
'26127310-10', 1.0
'26127310-20', 0.9921875
'26127410-10', 1.0
'26127410-20', 0.9921875
'26127410-30', 1.0
'26127410-92', 1.0
'26127510-20', 0.9921875
'26127510-91', 1.0
'26127510-92', 1.0
'26127610-10', 1.0
'26127610-60', 1.0
'26127720-21', 1.0
'26127720-60', 1.0
'26127810-10', 1.0
'26127810-62', 1.0
'26127940-20', 0.9921875
'26127940-62', 1.0
'26128040-10', 1.0
'26128040-20', 0.9921875
'26128110-10', 1.0
'26128110-62', 1.0
'26128210-10', 1.0
'26128210-92', 1.0
'26128310-60', 1.0
'26128410-10', 1.0
'26128410-92', 1.0
'26128550-92', 1.0
'26128550-10', 1.0
'26128610-10', 1.0
'26128610-60', 1.0
'26128750-10', 1.0
'26128750-92', 1.0
'26128850-20', 0.9921875
'26128850-10', 1.0
'26128910-20', 0.9921875
'26129090-20', 0.9921875
'26129090-91', 1.0
'26129090-92', 1.0
'26129190-10', 1.0
'26129190-60', 1.0
'26129190-92', 1.0
'26129210-21', 1.0
'26129290-10', 1.0
'26129290-34', 1.0
'26129290-92', 1.0
'26129290-93', 1.0
'26129320-51', 1.0
'26129410-10', 1.0
'26129410-60', 1.0
'26129520-70', 1.0
'26129520-10', 1.0
'26129520-30', 1.0
'26129620-21', 1.0
'26129720-10', 1.0
'26129720-30', 1.0
'26129720-70', 1.0
'26129820-10', 1.0
'26129820-21', 1.0
'26129910-20', 0.9921875
'26129910-30', 1.0
'26129910-54', 1.0
'26130010-10', 0.98828125
'26130010-11', 0.98828125
'26130010-21', 0.98828125
'26130010-60', 0.98828125
'26130010-62', 0.98828125
'26130010-70', 0.98828125
'26130010-72', 0.98828125
'26130110-10', 1.0
'26130110-21', 1.0
'26130110-70', 1.0
'26130110-72', 1.0
'26130140-10', 1.0
'26130210-20', 0.9921875
'26130210-62', 1.0
'26130310-21', 0.99609375
'26130310-62', 0.99609375
'26130410-10', 1.0
'26130410-30', 1.0
'26130410-62', 1.0
'26130410-71', 1.0
'26130550-92', 1.0
'26130550-10', 1.0
'26130650-99', 1.0
'26130780-60', 0.99609375
'26130850-60', 1.0
'26130850-70', 1.0
'26130950-60', 1.0
'26130950-63', 1.0
'26131110-10', 1.0
'26131110-92', 1.0
'26131250-99', 1.0
'26131350-20', 0.9921875
'26131360-10', 1.0
'26131360-60', 1.0
'26131450-92', 1.0
'26131510-60', 1.0
'26131650-99', 1.0
'26131710-20', 0.98828125
'26131710-10', 0.99609375
'26131810-60', 0.99609375
'26131810-10', 0.99609375
'26131910-60', 0.99609375
'26131910-10', 0.99609375
'26132020-70', 1.0
'26132020-30', 1.0
'26132020-20', 0.9921875
'26132020-10', 1.0
'26132110-20', 0.98828125
'26132120-71', 0.99609375
'26132210-70', 1.0
'26132210-20', 0.9921875
'26132210-10', 1.0
'26132380-10', 0.99609375
'26132480-63', 0.9921875
'26132480-50', 0.9921875
'26132510-10', 1.0
'26132510-60', 1.0
'26132610-60', 1.0
'26132730-11', 1.0
'26132810-10', 1.0
'26132970-10', 1.0
'26133050-10', 1.0
'26133050-20', 0.9921875
'26133050-63', 1.0
'26133110-10', 0.99609375
'26133110-20', 0.98828125
'26133210-10', 0.99609375
'26133210-60', 0.99609375
'26133310-62', 1.0
'26133310-63', 1.0
'26133440-30', 1.0
'26133440-70', 1.0
'26133580-34', 0.99609375
'26133690-10', 1.0
'26133690-91', 1.0
'26133750-20', 0.9921875
'26133750-60', 1.0
'26133810-10', 0.99609375
'26133810-62', 0.99609375
'26133810-70', 0.99609375
'26134080-10', 0.99609375
'26134080-11', 0.99609375
'26134160-70', 1.0
'26134160-10', 1.0
'26134170-20', 0.9921875
'26134250-10', 1.0
'26134250-20', 0.9921875
'26134250-63', 1.0
'26134380-11', 0.99609375
'26134380-70', 0.99609375
'26134410-10', 1.0
'26134410-34', 1.0
'26134410-50', 1.0
'26134410-71', 1.0
'26134510-10', 1.0
'26134510-60', 1.0
'26134510-71', 1.0
'26134610-10', 1.0
'26134610-20', 0.9921875
'26134610-92', 1.0
'26134920-60', 1.0
'26135080-10', 0.99609375
'26135120-10', 1.0
'26135120-70', 1.0
'26135250-10', 1.0
'26135360-60', 1.0
'26135410-10', 0.99609375
'26135410-92', 0.99609375
'26135520-10', 0.99609375
'26135520-63', 0.99609375
'26135650-10', 0.99609375
'26135650-20', 0.98828125
'26135650-63', 0.99609375
'26135710-50', 0.98828125
'26135710-64', 0.98828125
'26135810-10', 0.984375
'26135810-20', 0.9765625
'26135950-10', 0.99609375
'26136020-10', 0.9921875
'26136020-21', 0.9921875
'26136020-50', 0.9921875
'26136120-10', 1.0
'26136120-30', 1.0
'26136120-50', 1.0
'26136120-70', 1.0
'26136210-10', 1.0
'26136210-20', 0.9921875
'26136220-30', 0.9921875
'26136220-50', 0.9921875
'26136220-72', 0.9921875
'26136310-10', 0.98828125
'26136320-70', 1.0
'26136320-50', 1.0
'26136410-10', 0.98828125
'26136410-20', 0.98046875
'26136410-72', 0.98828125
'26136410-93', 0.98828125
'26136510-72', 0.98828125
'26136510-10', 0.98828125
'26136610-10', 1.0
'26136610-50', 1.0
'26136610-61', 1.0
'26136710-20', 0.98828125
'26136810-63', 0.99609375
'26136960-10', 0.99609375
'26136960-64', 0.99609375
'26137050-11', 0.99609375
'26137050-63', 0.99609375
'26137150-63', 0.9921875
'26137150-10', 0.9921875
'26137150-20', 0.984375
'26137240-10', 0.99609375
'26137240-20', 0.98828125
'26137320-21', 1.0
'26137320-60', 1.0
'26137410-10', 1.0
'26137510-64', 0.99609375
'26137610-10', 0.99609375
'26137630-64', 0.99609375
'26137790-10', 0.99609375
'26137790-60', 0.99609375
'26137810-60', 0.99609375
'26137910-10', 0.99609375
'26137910-60', 0.99609375
'26138050-92', 0.99609375
'26138150-10', 0.99609375
'26138150-70', 0.99609375
'26138210-20', 0.98828125
'26138310-10', 0.99609375
'26138450-10', 0.99609375
'26138950-10', 0.99609375
'26138950-11', 0.99609375
'26138950-31', 0.99609375
'26139050-11', 0.98828125
'26139050-60', 0.98828125
'26139050-20', 0.98046875
'26139050-63', 0.98828125
'26139130-63', 0.99609375
'26139210-10', 0.99609375
'26139310-10', 1.0
'26139480-21', 0.99609375
'26139480-30', 0.99609375
'26139550-63', 1.0
'26139550-80', 1.0
'26139610-10', 0.98828125
'26139610-61', 0.98828125
'26139610-93', 0.98828125
'26139710-10', 0.98828125
'26139710-70', 0.98828125
'26139710-72', 0.98828125
'26139810-61', 0.98828125
'26139810-62', 0.98828125
'26139920-70', 1.0
'26140010-10', 0.9921875
'26140010-30', 0.9921875
'26140010-40', 0.9921875
'26140010-50', 0.9921875
'26140010-72', 0.9921875
'26140120-11', 0.9921875
'26140120-60', 0.9921875
'26140250-10', 0.9921875
'26140250-91', 0.9921875
'26140250-92', 0.9921875
'26140350-20', 0.984375
'26140350-31', 0.9921875
'26140350-63', 0.9921875
'26140450-20', 0.984375
'26140450-63', 0.9921875
'26140520-10', 1.0
'26140520-60', 1.0
'26140650-63', 1.0
'26140750-10', 0.9921875
'26140750-30', 0.9921875
'26140750-35', 0.9921875
'26140750-40', 0.9921875
'26140750-53', 0.9921875
'26140750-64', 0.9921875
'26140850-50', 0.9921875
'26140850-63', 0.98828125
'26140930-50', 1.0
'26140930-60', 1.0
'26141050-20', 0.9921875
'26141050-10', 1.0
'26141050-63', 1.0
'26141150-10', 1.0
'26141150-20', 0.9921875
'26141150-63', 1.0
'26141390-10', 0.9921875
'26141390-60', 0.9921875
'26141490-10', 0.9921875
'26141520-70', 0.9921875
'26141610-50', 0.98828125
'26141720-10', 0.9921875
'26141810-63', 0.98828125
'26141810-33', 0.98828125
'26141810-20', 0.98046875
'26141810-10', 0.98828125
'26141910-70', 0.9921875
'26141910-50', 0.9921875
'26141910-21', 0.9921875
'26141910-10', 0.9921875
'26142020-20', 0.984375
'26142020-64', 0.9921875
'26142020-80', 0.9921875
'26142020-89', 0.9921875
'26142120-20', 0.984375
'26142120-30', 0.9921875
'26142120-34', 0.9921875
'26142120-64', 0.9921875
'26142120-80', 0.9921875
'26142210-63', 0.98046875
'26142310-63', 0.984375
'26142450-63', 0.9921875
'26142510-20', 0.984375
'26142610-60', 0.9921875
'26142730-60', 0.9921875
'26142830-42', 0.9921875
'26142830-60', 0.9921875
'26142920-10', 0.98828125
'26142920-21', 0.98828125
'26142920-38', 0.98828125
'26142920-50', 0.98828125
'26143091-31', 0.9921875
'26143091-72', 0.9921875
'26143150-10', 0.99609375
'26143150-91', 0.99609375
'26143150-92', 0.99609375
'26143250-31', 1.0
'26143250-64', 1.0
'26143310-63', 0.9921875
'26143410-10', 0.99609375
'26143410-36', 0.99609375
'26143550-10', 0.98828125
'26143550-64', 0.98828125
'26143690-10', 0.9921875
'26143690-91', 0.9921875
'26143850-34', 0.99609375
'26143950-10', 0.98828125
'26144050-11', 0.98828125
'26144110-10', 0.98828125
'26144210-10', 0.98828125
'26144310-10', 0.984375
'26144410-70', 0.984375
'26144510-31', 0.984375
'26144610-10', 0.984375
'26144710-10', 0.984375
'26144810-10', 0.984375
'26144910-60', 0.984375
'26145010-20', 0.98046875
'26145110-31', 0.98828125
'26145110-92', 0.98828125
'26145250-10', 0.9921875
'26145250-60', 0.9921875
'26145380-11', 0.98046875
'26145410-10', 0.984375
'26145550-10', 0.9921875
'26145550-92', 0.9921875
'26145610-31', 0.9921875
'26145610-80', 0.9921875
'26145710-10', 0.984375
'26145710-20', 0.98046875
'26145810-10', 0.9921875
'26145910-10', 0.9921875
'26146010-10', 0.9921875
'26146010-92', 0.9921875
'26146110-10', 1.0
'26146110-63', 1.0
'26146210-92', 0.9921875
'26146350-10', 0.98828125
'26146450-10', 0.9921875
'26146450-20', 0.984375
'26146560-36', 0.98828125
'26146560-81', 0.98828125
'26146610-70', 0.9921875
'26146710-64', 0.9921875
'26146710-10', 0.9921875
'26146850-63', 0.9921875
'26146850-92', 0.9921875
'26146950-63', 0.9921875
'26147050-10', 0.9921875
'26147050-70', 0.9921875
'26147150-92', 0.9921875
'26147270-64', 0.9921875
'26147360-10', 0.99609375
'26147360-63', 0.99609375
'26147410-10', 0.98828125
'26147410-30', 0.98828125
'26147410-93', 0.98828125
'26147510-21', 0.98828125
'26147510-32', 0.98828125
'26147510-50', 0.98828125
'26147510-51', 0.98828125
'26147510-61', 0.98828125
'26147610-93', 0.99609375
'26147610-50', 0.99609375
'26147610-10', 0.99609375
'26147610-20', 0.98828125
'26147610-30', 0.99609375
'26147620-72', 0.99609375
'26147710-10', 0.99609375
'26147710-19', 0.99609375
'26147710-70', 0.99609375
'26147710-93', 0.99609375
'26147810-10', 0.99609375
'26147810-93', 0.99609375
'26147910-10', 0.9921875
'26147910-93', 0.9921875
'26148020-11', 0.99609375
'26148020-20', 0.98828125
'26148150-91', 0.99609375
'26148250-92', 0.9921875
'26148310-64', 0.98828125
'26148310-20', 0.98046875
'26148480-64', 0.98828125
'26148480-10', 0.98828125
'26148580-10', 0.98828125
'26148580-31', 0.98828125
'26148630-63', 0.9921875
'26148730-63', 0.9921875
'26148850-10', 1.0
'26148850-64', 1.0
'26148990-91', 0.9921875
'26149090-10', 0.9921875
'26149090-91', 0.9921875
'26149160-10', 0.9921875
'26149160-61', 0.9921875
'26149250-10', 0.9921875
'26149350-92', 0.9921875
'26149410-20', 0.98046875
'26149410-63', 0.98828125
'26149550-10', 0.99609375
'26149550-63', 0.99609375
'26149610-63', 0.9921875
'26149710-60', 0.98828125
'26149910-10', 0.98828125
'26149910-20', 0.98046875
'26149910-63', 0.98828125
'26150080-30', 0.9921875
'26150080-51', 0.9921875
'26150110-10', 0.98828125
'26150110-92', 0.98828125
'26150110-69', 0.98828125
'26150110-93', 0.98828125
'26150250-60', 0.99609375
'26150370-10', 0.9921875
'26150410-10', 0.9921875
'26150510-69', 0.9921875
'26150682-69', 0.9921875
'26150710-60', 0.98828125
'26150810-93', 0.98828125
'26150810-31', 0.98828125
'26150810-91', 0.98828125
'26150950-10', 0.9921875
'26150950-70', 0.9921875
'26151050-71', 0.9921875
'26151110-63', 0.9921875
'26151110-10', 0.9921875
'26151220-10', 0.98828125
'26151220-36', 0.98828125
'26151320-61', 0.9921875
'26151320-84', 0.9921875
'26151420-11', 0.9921875
'26151420-21', 0.9921875
'26151420-37', 0.9921875
'26151420-55', 0.9921875
'26151510-0', 0.98828125
'26151510-10', 0.98828125
'26151510-30', 0.98828125
'26151510-61', 0.98828125
'26151610-20', 0.984375
'26151620-36', 0.9921875
'26151620-70', 0.9921875
'26151620-80', 0.9921875
'26151620-84', 0.9921875
'26151720-11', 0.9921875
'26151720-64', 0.9921875
'26151720-21', 0.9921875
'26151850-64', 0.9921875
'26151850-10', 0.9921875
'26151950-19', 0.9921875
'26152050-10', 0.9921875
'26152110-10', 0.98828125
'26152291-92', 0.9921875
'26152291-91', 0.9921875
'26152291-93', 0.9921875
'26152391-91', 0.9921875
'26152391-92', 0.9921875
'26152410-10', 0.9921875
'26152410-94', 0.9921875
'26152510-94', 0.98828125
'26152513-10', 0.98828125
'26152582-10', 0.98828125
'26152582-19', 0.98828125
'26152613-10', 0.98828125
'26152613-20', 0.98046875
'26152750-91', 0.9921875
'26152750-92', 0.9921875
'26152810-63', 0.98828125
'26152810-91', 0.98828125
'26152810-92', 0.98828125
'26152910-91', 0.98828125
'26152910-11', 0.98828125
'26152910-63', 0.98828125
'26153010-10', 0.98828125
'26153010-63', 0.98828125
'26153110-92', 0.98828125
'26153260-64', 0.9921875
'26153360-64', 0.98828125
'26153560-10', 0.9921875
'26153610-63', 0.99609375
'26153710-19', 0.98828125
'26153710-69', 0.98828125
'26153810-19', 0.9921875
'26153810-99', 0.9921875
'26153910-91', 0.9921875
'26153910-31', 0.9921875
'26154080-35', 0.98828125
'26154080-50', 0.98828125
'26154113-14', 0.98828125
'26154250-10', 0.9921875
'26154250-20', 0.984375
'26154490-10', 0.9921875
'26154490-11', 0.9921875
'26154490-20', 0.984375
'26154490-53', 0.9921875
'26154590-10', 0.9921875
'26154590-38', 0.9921875
'26154610-10', 0.9921875
'26154710-0', 1.0
'26154910-63', 0.9921875
'26155030-30', 0.9921875
'26155030-10', 0.9921875
'26155030-70', 0.9921875
'26155150-10', 1.0
'26155250-10', 1.0
'26155350-92', 1.0
'26155450-59', 1.0
'26155450-79', 1.0
'26155560-10', 1.0
'26155560-20', 0.9921875
'26155560-37', 1.0
'26155720-50', 1.0
'26155720-21', 1.0
'26155720-30', 1.0
'26155810-10', 1.0
'26155810-70', 1.0
'26155910-63', 1.0
'26156010-61', 1.0
'26156110-61', 1.0
'26156210-92', 1.0
'26156310-92', 1.0
'26156320-61', 1.0
'26156420-70', 1.0
'26156520-21', 1.0
'26156610-19', 1.0
'26156610-69', 1.0
'26156710-19', 1.0
'26156710-69', 1.0
'26156810-19', 1.0
'26156910-29', 0.99609375
'26157010-63', 0.98828125
'26157010-10', 0.98828125
'26200410-19', 1.0
'26200510-19', 1.0
'26200610-10', 1.0
'26200710-30', 1.0
'26201010-63', 0.98828125
'26201010-20', 0.98046875
'26201310-93', 1.0
'26201510-10', 0.99609375
'26201510-50', 0.99609375
'26201610-59', 1.0
'26201910-10', 1.0
'26201920-30', 1.0
'26201920-70', 1.0
'26202010-59', 1.0
'26202110-70', 1.0
'26202710-92', 0.9921875
'26202710-10', 0.9921875
'26202810-10', 1.0
'26202810-20', 0.9921875
'26202810-50', 1.0
'26202910-10', 1.0
'26202910-30', 1.0
'26202910-60', 1.0
'26203010-20', 0.98046875
'26203140-10', 0.9921875
'26203250-19', 1.0
'26203250-31', 1.0
'26203314-20', 0.984375
'26203410-29', 0.984375
'26203440-50', 0.98828125
'26203710-50', 0.98828125
'26203710-30', 0.98828125
'26203810-63', 0.98828125
'26203950-11', 0.9921875
'26204010-21', 1.0
'26204250-50', 0.9921875
'26204350-11', 0.9921875
'26204450-21', 0.9921875
'26204510-70', 0.9921875
'26204610-99', 0.9921875
'26204750-50', 0.9921875
'26204810-79', 0.9921875
'26204950-79', 0.9921875
'26205020-10', 0.98828125
'26205020-64', 0.98828125
'26205110-63', 0.98828125
'26205110-10', 0.98828125
'26205360-30', 0.98828125
'26205470-50', 1.0
'26205720-11', 1.0
'26205810-10', 1.0
'26205920-50', 1.0
'26206040-50', 1.0
'26206120-72', 1.0
'26206120-50', 1.0
'26206230-50', 1.0
'26206230-10', 1.0
'26206320-14', 1.0
'26206420-52', 1.0
'26206520-10', 1.0
'26206610-20', 0.9921875
'26207720-50', 1.0
'26209810-50', 1.0
'26209910-70', 1.0
'26210020-50', 1.0
'26210110-10', 1.0
'26216210-60', 1.0
'26216310-79', 1.0
'26216510-10', 1.0
'26216510-30', 1.0
'26216610-21', 1.0
'26216710-69', 1.0
'26216810-21', 1.0
'26216910-20', 0.9921875
'26217010-10', 1.0
'26217110-30', 1.0
'26217210-50', 1.0
'26217210-70', 1.0
'26217320-50', 1.0
'26217320-64', 1.0
'26217410-93', 1.0
'26217510-93', 1.0
'26217620-70', 1.0
'26217710-30', 1.0
'26217710-10', 1.0
'26217820-70', 1.0
'26218180-10', 0.99609375
'26218210-59', 1.0
'26218310-10', 1.0
'26218420-70', 1.0
'26218510-93', 1.0
'26218610-20', 0.9921875
'26218710-60', 1.0
'26218710-20', 0.9921875
'26218810-20', 0.9921875
'26218910-20', 0.9921875
'26218910-30', 1.0
'26218910-50', 1.0
'26218910-63', 1.0
'26219020-10', 1.0
'26219020-70', 1.0
'26219110-10', 1.0
'26219210-10', 1.0
'26219210-20', 0.9921875
'26219310-10', 1.0
'26219310-60', 1.0
'26219410-60', 1.0
'26219410-93', 1.0
'26219510-60', 1.0
'26219610-21', 1.0
'26219610-60', 1.0
'26219710-10', 1.0
'26219810-10', 1.0
'26219810-70', 1.0
'26219910-60', 1.0
'26219910-10', 1.0
'26219910-20', 0.9921875
'26219910-62', 1.0
'26220010-60', 1.0
'26220110-60', 1.0
'26220210-10', 1.0
'26220210-60', 1.0
'26220310-60', 1.0
'26220410-10', 1.0
'26220410-20', 0.9921875
'26220410-60', 1.0
'26220510-30', 1.0
'26220510-60', 1.0
'26220610-50', 1.0
'26220610-93', 1.0
'26220710-10', 1.0
'26220710-93', 1.0
'26220810-60', 1.0
'26221010-20', 0.9921875
'26221110-60', 1.0
'26221210-21', 1.0
'26221310-10', 1.0
'26221310-60', 1.0
'26221410-50', 0.9921875
'26221410-21', 0.9921875
'26221410-71', 0.9921875
'26221510-10', 1.0
'26221610-10', 1.0
'26221610-60', 1.0
'26221710-10', 1.0
'26221710-20', 0.9921875
'26221810-93', 1.0
'26221910-10', 1.0
'26221910-20', 0.9921875
'26222010-60', 1.0
'26222110-93', 1.0
'26222210-90', 1.0
'26222310-92', 1.0
'26222340-10', 1.0
'26222410-10', 1.0
'26222410-90', 1.0
'26222510-60', 1.0
'26222510-93', 1.0
'26222540-30', 1.0
'26222610-60', 1.0
'26222710-93', 1.0
'26222740-10', 1.0
'26222810-93', 1.0
'26222910-93', 1.0
'26223010-10', 1.0
'26223110-60', 1.0
'26223210-20', 0.98828125
'26223310-20', 0.9921875
'26223410-21', 0.99609375
'26223510-21', 1.0
'26223650-93', 1.0
'26223710-60', 1.0
'26223750-92', 1.0
'26223810-20', 0.98046875
'26223910-93', 0.99609375
'26224010-10', 0.99609375
'26224010-20', 0.98828125
'26224010-60', 0.99609375
'26224010-70', 0.99609375
'26224110-60', 1.0
'26224210-10', 1.0
'26224220-60', 1.0
'26224320-11', 1.0
'26224320-50', 1.0
'26224510-92', 0.99609375
'26224610-20', 0.98828125
'26224750-11', 0.99609375
'26224810-21', 0.9921875
'26224910-70', 0.99609375
'26225010-11', 0.99609375
'26225110-10', 0.9921875
'26225110-20', 0.984375
'26225110-64', 0.9921875
'26225210-50', 0.99609375
'26225210-64', 0.99609375
'26225310-20', 0.98828125
'26225410-10', 0.99609375
'26225520-70', 1.0
'26225610-11', 1.0
'26225710-70', 1.0
'26225850-60', 0.9921875
'26225950-20', 0.9921875
'26225950-30', 1.0
'26226050-21', 0.9921875
'26226050-60', 0.9921875
'26226120-64', 1.0
'26226210-20', 0.984375
'26226310-64', 1.0
'26226420-64', 1.0
'26226420-10', 1.0
'26226530-10', 0.9921875
'26226530-30', 0.9921875
'26226610-10', 1.0
'26226610-64', 1.0
'26226750-11', 1.0
'26226750-64', 1.0
'26226810-10', 0.9921875
'26226810-20', 0.984375
'26226930-50', 0.98828125
'26226930-64', 0.98828125
'26227010-20', 0.984375
'26227010-64', 0.9921875
'26227150-93', 1.0
'26227230-10', 1.0
'26227310-91', 0.9921875
'26227310-20', 0.984375
'26227310-50', 0.9921875
'26227310-70', 0.9921875
'26227310-64', 0.9921875
'26227410-21', 0.9921875
'26227510-93', 0.9921875
'26227660-50', 0.9921875
'26227750-60', 0.9921875
'26227810-30', 0.9921875
'26227960-50', 0.9921875
'26228030-59', 0.9921875
'26228130-69', 0.9921875
'26228220-50', 0.9921875
'26228320-50', 0.9921875
'26228410-64', 0.9921875
'26228520-50', 0.9921875
'26228520-64', 0.9921875
'26228610-10', 0.98828125
'26228610-21', 0.98828125
'26228710-92', 0.9921875
'26228730-10', 0.98828125
'26228850-70', 0.9921875
'26228910-64', 0.9921875
'26229050-70', 0.9921875
'26229150-10', 0.9921875
'26229250-20', 0.984375
'26229350-11', 0.9921875
'26229410-10', 0.9921875
'26229550-11', 0.9921875
'26229630-11', 0.9921875
'26229630-64', 0.9921875
'26229710-10', 0.9921875
'26229710-70', 0.9921875
'26229830-10', 0.9921875
'26229910-20', 0.984375
'26230020-50', 0.9921875
'26230110-15', 0.98828125
'26230110-10', 0.98828125
'26230110-20', 0.98046875
'26230120-64', 0.9921875
'26230130-21', 0.98828125
'26230130-64', 0.98828125
'26230210-10', 0.9921875
'26230210-20', 0.984375
'26230310-10', 0.98828125
'26230420-50', 1.0
'26230430-64', 0.98828125
'26230510-20', 0.9921875
'26230630-10', 0.9921875
'26230630-30', 0.9921875
'26230730-50', 0.9921875
'26230730-70', 0.9921875
'26230850-10', 0.99609375
'26230850-91', 0.99609375
'26230950-10', 0.9921875
'26230950-64', 0.9921875
'26231010-10', 0.9921875
'26231010-92', 0.9921875
'26231110-20', 0.984375
'26231220-10', 0.9921875
'26231220-20', 0.984375
'26231310-20', 0.98828125
'26231310-62', 0.99609375
'26231460-50', 0.9921875
'26231510-10', 0.9921875
'26231660-50', 0.9921875
'26231750-11', 0.99609375
'26231850-50', 0.9921875
'26231950-50', 0.9921875
'26232010-20', 0.984375
'26232110-11', 0.99609375
'26232230-10', 0.99609375
'26232310-10', 0.9921875
'26232410-70', 0.9921875
'26232560-10', 0.9921875
'26232650-70', 0.9921875
'26232750-11', 0.9921875
'26232820-10', 0.98828125
'26232930-10', 0.9921875
'26233010-63', 0.99609375
'26233130-70', 0.9921875
'26233210-93', 0.9921875
'26233310-71', 0.98828125
'26233410-30', 0.98828125
'26233410-59', 0.98828125
'26233510-20', 0.98046875
'26233620-10', 0.9921875
'26233620-64', 0.9921875
'26233710-92', 0.9921875
'26233810-10', 0.9921875
'26233820-52', 0.9921875
'26233920-64', 0.9921875
'26234010-64', 0.9921875
'26234120-10', 0.9921875
'26234120-64', 0.9921875
'26234230-64', 0.9921875
'26234230-50', 0.9921875
'26234320-50', 1.0
'26234320-64', 1.0
'26234410-20', 0.984375
'26234510-20', 0.9921875
'26234620-10', 1.0
'26234720-60', 1.0
'26234720-50', 1.0
'26234810-20', 0.9921875
'26234820-52', 1.0
'26234930-10', 1.0
'26235040-10', 1.0
'26235110-20', 0.9921875
'26235210-20', 0.9921875
'26235210-50', 1.0
'26235340-50', 1.0
'26235410-64', 1.0
'26235520-10', 1.0
'26235650-92', 1.0
'26235730-10', 1.0
'26235730-21', 1.0
'26235830-10', 1.0
'26235830-70', 1.0
'26235930-10', 1.0
'26236010-20', 0.9921875
'26236010-64', 1.0
'26236120-50', 1.0
'26236220-10', 1.0
'26236310-92', 1.0
'26236420-11', 1.0
'26236510-20', 0.9921875
'26236610-91', 1.0
'26236710-20', 0.9921875
'26236810-20', 0.9921875
'26236920-64', 1.0
'26237010-93', 1.0
'26237110-30', 1.0
'26237110-64', 1.0
'26237220-10', 1.0
'26237220-30', 1.0
'26237220-50', 1.0
'26237310-50', 1.0
'26237330-21', 1.0
'26237430-64', 1.0
'26237520-70', 1.0
'26237610-21', 1.0
'26237720-10', 1.0
'26237810-21', 1.0
'26237930-70', 1.0
'26238010-10', 1.0
'26238110-10', 1.0
'26238210-50', 1.0
'26238310-10', 1.0
'26238430-50', 1.0
'26238550-10', 1.0
'26238620-50', 1.0
'26300210-10', 1.0
'26300210-20', 0.9921875
'26300350-99', 1.0
'26300410-92', 1.0
'26300550-10', 1.0
'26300550-70', 1.0
'26300550-79', 1.0
'26300550-93', 1.0
'26300550-99', 1.0
'26300610-92', 0.9921875
'26300610-10', 0.9921875
'26300710-10', 0.98828125
'26300710-93', 0.98828125
'26300710-70', 0.98828125
'26300710-50', 0.98828125
'26300850-92', 0.9921875
'26300960-29', 0.98828125
'26301010-10', 1.0
'26301110-10', 1.0
'26301210-70', 1.0
'26301310-92', 1.0
'26301510-21', 1.0
'26302210-61', 1.0
'26302410-70', 1.0
'26302420-50', 1.0
'26302610-70', 1.0
'26302810-21', 1.0
'26302910-20', 0.9921875
'26302910-30', 1.0
'26302910-60', 1.0
'26303110-70', 1.0
'26305350-61', 1.0
'26305450-21', 1.0
'26305550-10', 1.0
'26305550-51', 1.0
'26305650-10', 1.0
'26305810-60', 1.0
'26316410-10', 1.0
'26316410-60', 1.0
'26316510-10', 1.0
'26316630-71', 1.0
'26316710-10', 1.0
'26316710-60', 1.0
'26317050-20', 0.9921875
'26317050-34', 1.0
'26317050-35', 1.0
'26317110-10', 1.0
'26317110-20', 0.9921875
'26317310-10', 1.0
'26317450-70', 1.0
'26317510-61', 1.0
'26317510-63', 1.0
'26317650-10', 1.0
'26317650-20', 0.9921875
'26317650-30', 1.0
'26317710-10', 1.0
'26317710-30', 1.0
'26317710-70', 1.0
'26317810-10', 1.0
'26317810-20', 0.9921875
'26317910-10', 1.0
'26318010-10', 1.0
'26318010-20', 0.9921875
'26318150-10', 1.0
'26318350-20', 0.9921875
'26318350-30', 1.0
'26318410-60', 1.0
'26318550-60', 1.0
'26318610-60', 1.0
'26318710-60', 1.0
'26318850-10', 1.0
'26318850-60', 1.0
'26318910-61', 1.0
'26319010-20', 0.9921875
'26319010-63', 1.0
'26319110-92', 1.0
'26319110-93', 1.0
'26319210-20', 0.9921875
'26319210-60', 1.0
'26319310-10', 1.0
'26319310-60', 1.0
'26319610-20', 0.9921875
'26319610-60', 1.0
'26319710-62', 1.0
'26319710-93', 1.0
'26319810-60', 1.0
'26319810-93', 1.0
'26319910-60', 1.0
'26319910-93', 1.0
'26320010-20', 0.9921875
'26320010-62', 1.0
'26320110-60', 1.0
'26320310-60', 1.0
'26320410-10', 1.0
'26320550-10', 1.0
'26320550-20', 0.9921875
'26320550-60', 1.0
'26320610-21', 1.0
'26320610-60', 1.0
'26320750-10', 1.0
'26320750-30', 1.0
'26320750-93', 1.0
'26320810-10', 1.0
'26320810-20', 0.9921875
'26320810-60', 1.0
